link,Brand,Model,Company,picture,Price in India,1 stars,2 stars,4 stars,3 stars,5 stars,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
https://gadgets.ndtv.com/acer-nitro-5-an515-42-r8sh-8245,Acer,Nitro 5 AN515-42-R8SH,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456280_635_acer_nitro-5-an515-42-r8sh.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 54,990",14,5,25,9,48,266,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,5 AN515-42-R8SH,,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,4,4,Nitro,Yes,No,2.5 GHz,Nvidia GeForce GTX 1050,"Acer Nitro 5 AN515-42-R8SH Laptop (Windows 10 Home, 8GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Stereo Speakers,,Yes,,,Gigabit Ethernet,,GDDR5,32GB,"{'Optical Disk Drive': 'DVD Writer', 'Read/Write Speed': 'R/W'}"
https://gadgets.ndtv.com/asus-rog-strix-scar-gl503ge-rs71-8097,Asus,ROG Strix Scar GL503GE-RS71,asus,https://i.gadgets360cdn.com/products/laptops/large/1546456102_635_asus_rog-strix-scar-gl503ge-rs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 117,159",0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,No,Scar GL503GE-RS71,Intel Core i5 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.6,384.00 x 262.00 x 24.00,5,5,ROG Strix,Yes,No,2.2 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Rog Strix Scar GL503GE-RS71 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,4,Touchpad,1 x USB 2.0,9MB,Yes,2 Speakers,SD Card Reader,,,,10/100/1000 Base T,,GDDR5,32GB,{'VGA Port': 'Yes'}
https://gadgets.ndtv.com/acer-aspire-nitro-v15-7837,Acer,Aspire Nitro V15,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455832_635_acer_aspire-nitro-v15.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,1TB,V15,Intel Core i5 8550U,Nvidia GeForce MX150,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,4,4,Aspire Nitro,Yes,No,1.8 GHz,Nvidia GeForce MX150,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",8MB,Yes,Stereo Speakers,SD Card Reader,Yes,,,Gigabit Ethernet,6,GDDR5,20GB,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '56', 'Optical Disk Drive': 'Blu Ray', 'Burst Clock Speed': '3.5 GHz', 'Backlit Keyboard': 'Yes', 'Read/Write Speed': '10x', 'Dedicated Graphic Memory': '4GB', 'Lock Slot': 'Kensington Lock Port', 'Battery Capacity (mAh)': '5200'}"
https://gadgets.ndtv.com/acer-aspire-e-e5-575g-30ug-6786,Acer,Aspire E E5-575G-30UG,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454606_635_acer_aspire-e-e5-575g-30ug.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 35,999",0,0,0,0,0,,4GB,15.60-inch,No,Black,Windows 10 Home,1TB,E5-575G-30UG,Intel Core i3 7th Gen 7200U,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.23,381.60 x 259.00 x 30.20,4.1,4,Aspire E,Yes,No,2.5 GHz,,"Acer Aspire E E5-575G-30UG Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,,,,8,,32GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '2.5 GHz', 'Read/Write Speed': '8x', 'RJ11': 'Yes'}"
https://gadgets.ndtv.com/acer-aspire-5-a515-58gz-8757#gallery,Acer,Aspire 5 A515-58GZ,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456864_635_acer_aspire-5-a515-58gz.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 70,645",0,0,0,0,0,,8GB,15.60-inch,No,Obsidian Black,Windows 10 Home,1TB,A515-58GZ,Intel Core i5 8250U,Nvidia GeForce MX150,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4,3,Aspire 5,Yes,No,1.6 GHz,Nvidia GeForce MX150,"Acer Aspire 5 A515-58GZ Laptop (Windows 10 Home, 8GB RAM, 1000GB HDD, Intel Core i5, Obsidian Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,Stereo Speakers,,Yes,,,Gigabit Ethernet,7,GDDR5,16GB,{'RAM Slots': '2'}
https://gadgets.ndtv.com/asus-x-x540sa-xx079d-5947,Asus,X X540SA-XX079D,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453065_635_asus_x-x540sa-xx079d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,15.60-inch,No,Silver,DOS,500GB,X X540SA-XX079D,Intel Pentium Dual Core N3700,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,2,381.00 x 252.00 x 254.00,4,3,X Series,Yes,No,1.6 GHz,Intel Integrated HD Graphics,,Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.1 Gen 1 (Type C)",2MB,Yes,Yes,SDXC Card Reader,Yes,No,Standard,10/100,,,,
https://gadgets.ndtv.com/hp-imprint-15-bs548tu-6165,HP,Imprint 15-BS548TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546453637_635_hp_imprint-15-bs548tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 23,297",22,11,17,17,33,18,4GB,15.60-inch,No,Jet Black,Windows 10 Home,500GB,15-BS548TU,Intel Celeron Dual Core N3060,Intel Integrated HD Graphics 400,No,No,1366x768 pixels,802.11 b/g/n,2.1,379.90 x 253.70 x 23.80,4,3,Imprint,Yes,No,1.6 GHz,Intel Integrated HD Graphics 400,"HP 15-BS548TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Jet Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",2MB,Yes,,,Yes,No,,Gigabit Ethernet,,,8GB,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '50', 'Backlit Keyboard': 'Yes', 'Model Name': '13'}"
https://gadgets.ndtv.com/acer-gateway-ne-571-7323#gallery,Acer,Gateway NE-571,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455269_635_acer_gateway-ne-571.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,15.60-inch,No,Black,Linux,1TB,NE-571,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,No,1366x768 pixels,802.11 b/g/n,2.4,381.60 x 258.00 x 27.15,4,2,Gateway,Yes,No,2 GHz,Intel Integrated HD Graphics 5500,,Yes,3,Touchpad,2 x USB 2.0,3MB,,Stereo Speakers,SD Card Reader,Yes,No,Standard,Gigabit Ethernet,6,,16GB,
https://gadgets.ndtv.com/acer-aspire-one-s1001-19p0-5923#gallery,Acer,Aspire One S1001-19P0,acer,https://i.gadgets360cdn.com/products/laptops/large/1546453037_635_acer_aspire-one-s1001-19p0.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 14,990",31,9,20,12,28,491,2GB,10.10-inch,No,Silver,Windows 10,32GB,S1001-19P0,Intel Atom Quad Core 5th Gen Z3735F,Intel Integrated HD Graphics,No,No,1280x800 pixels,802.11 b/g/n,1.2,259.00 x 181.60 x 24.30,4,2,Aspire One,Yes,Yes,1.33 GHz,Intel Integrated HD Graphics,"Acer Aspire One S1001-19P0 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Atom, Silver, 10.1 inch)",Yes,2,Touchpad,1 x USB 2.0,2MB,,Stereo Speakers,1 Micro SD Card Reader,,No,Micro,,6,,,"{'RAM Slots': '1', 'VGA Port': 'Yes'}"
https://gadgets.ndtv.com/acer-aspire-f-f15-nx-gd8si-001-6026,Acer,Aspire F F15-NX.GD8SI.001,acer,https://i.gadgets360cdn.com/products/laptops/large/1546453478_635_acer_aspire-f-f15-nx-gd8si-001.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,15.60-inch,No,Grey,Windows 10,1TB,F15-NX.GD8SI.001,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.3,381.60 x 259.00 x 28.45,4.1,4,Aspire F,Yes,No,2.5 GHz,Nvidia GeForce 940MX,,Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,,,Gigabit Ethernet,6.5,GDDR5,32GB,
https://gadgets.ndtv.com/asus-rog-strix-gl503vm-fy166t-6237,Asus,ROG Strix GL503VM-FY166T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453763_635_asus_rog-strix-gl503vm-fy166t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 139,990",0,0,50,0,50,6,16GB,15.60-inch,128GB,Black,Windows 10 Home,No,GL503VM-FY166T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1060,,No,1920x1080 pixels,802.11 ac,2.6,384.00 x 262.00 x 23.00,4.1,5,ROG Strix,Yes,No,2.8 GHz,Nvidia GeForce GTX 1060,"Asus Rog Strix GL503VM-FY166T Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,4 x USB 3.0,6MB,Yes,,,Yes,,,10/100/1000 Base T,,GDDR5,32GB,
https://gadgets.ndtv.com/acer-aspire-3-a315-21-27xs-8872#gallery,Acer,Aspire 3 A315-21-27XS,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456975_635_acer_aspire-3-a315-21-27xs.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 19,490",0,0,0,0,0,,4GB,15.60-inch,No,Black,Windows 10,1TB,A315-21-27XS,,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,381.60 x 259.00 x 21.00,4.1,3,Aspire 3,Yes,No,2 GHz,Intel Integrated HD Graphics 520,"Acer Aspire 3 A315-21-27XS Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Core E2, Black, 15.6 inch)",Yes,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,Stereo Speakers,SD Card Reader,Yes,No,,Gigabit Ethernet,6.5,,12GB,"{'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '44'}"
https://gadgets.ndtv.com/asus-rog-strix-gl503vd-gz240t-6252#gallery,Asus,ROG Strix GL503VD-GZ240T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546454138_635_asus_rog-strix-gl503vd-gz240t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 92,990",0,0,33,0,67,3,16GB,15.60-inch,128GB,Black,Windows 10 Home,No,GL503VD-GZ240T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 30.00,4.1,5,ROG Strix,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus Rog Strix GL503VD-GZ240T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Mayan Patterns, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 3 x USB 3.0",6MB,Yes,,,Yes,,,10/100/1000 Base T,,GDDR5,32GB,
https://gadgets.ndtv.com/asus-f200ca-ct192h-4757,Asus,F200CA-CT192H,asus,https://i.gadgets360cdn.com/products/laptops/large/1525200108_635_f200ca-ct192h.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 58,660",0,25,50,0,25,4,4GB,11.78-inch,No,Black,Windows 8,500GB,F200CA-CT192H,Intel Core i3 3rd Gen 3217U,Intel Integrated HD Graphics 4000,No,,1366x768 pixels,802.11 b/g/n,1.24,302.00 x 200.00 x 25.60,4,2,F Series,Yes,Yes,1.8 GHz,Intel Integrated HD Graphics 4000,"Asus F200CA-CT192H Laptop (Windows 8, 4GB RAM, 500GB HDD, Intel Core i3, Black, 11.6 inch)",,3,,2 x USB 2.0,,,Yes,2 in 1 Card Reader,,No,Standard,10/100/1000 Base T,,,,{'VGA Port': 'Yes'}
https://gadgets.ndtv.com/asus-fx553vd-dm1032t-6114,Asus,FX553VD-DM1032T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453578_635_asus_fx553vd-dm1032t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 74,990",0,0,100,0,0,2,8GB,15.60-inch,128GB,Black,Windows 10,No,FX553VD-DM1032T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 30.00,4,4,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus FX553VD-DM1032T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Yes,,Yes,,,10/100/1000 Base T,,GDDR5,32GB,
https://gadgets.ndtv.com/asus-fx-fx553vd-dm324-5846,Asus,Fx FX553VD-DM324,asus,https://i.gadgets360cdn.com/products/laptops/large/1546452948_635_asus_fx-fx553vd-dm324.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 64,990",0,0,50,0,50,2,8GB,15.60-inch,No,Black,Linux,No,Fx FX553VD-DM324,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 b/n/ac,2.3,383.00 x 255.00 x 21.00,4,4,,Yes,No,2.5 GHz,Nvidia GeForce GTX 1050,"Asus Fx FX553VD-DM324 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Yes,,Yes,,,10/100/1000 Base T,4.5,GDDR5,32GB,"{'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
https://gadgets.ndtv.com/acer-nitro-an515-51-77vw-8063#gallery,Acer,Nitro AN515-51-77VW,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456067_635_acer_nitro-an515-51-77vw.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 86,000",0,0,0,0,0,,16GB,15.60-inch,No,Black,Windows 10 Home,128GB,AN515-51-77VW,Intel Core i7 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.7,390.00 x 266.00 x 26.75,4,4,Nitro,Yes,No,2.5 GHz,Nvidia GeForce GTX 1050,"Acer Nitro 5 AN515-51-77VW Laptop (Windows 10 Home, 16GB RAM, 128GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",6MB,Yes,Stereo Speakers,,Yes,,,Gigabit Ethernet,,GDDR5,32GB,"{'Web Camera': 'Yes', 'Battery Capacity (WHR)': '57', 'Burst Clock Speed': '2.6 GHz'}"
https://gadgets.ndtv.com/acer-aspire-5-8062,Acer,Aspire 5,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456065_635_acer_aspire-5.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 43,200",17,5,24,12,42,86,8GB,15.60-inch,No,Black,Windows 10,128GB,,Intel Core i3 8250U,Nvidia GeForce MX150,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.2,381.60 x 263.00 x 20.95,4,3,Aspire 5,Yes,No,1.6 GHz,Nvidia GeForce MX150,"Acer Aspire 5 Laptop (Linux, 4GB RAM, 1000GB HDD, Intel Core i5, Steel Grey, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 1 x USB 3.0",6MB,Yes,Stereo Speakers,,Yes,,,Gigabit Ethernet,7,GDDR5,16GB,{'RAM Slots': '1'}
https://gadgets.ndtv.com/acer-aspire-a315-31-p0sy-8329,Acer,Aspire A315-31 P0SY,acer,https://i.gadgets360cdn.com/products/laptops/large/1546456384_635_acer_aspire-a315-31-p0sy.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 89,655",0,0,0,0,0,,4GB,15.60-inch,No,Black,Windows 10,1TB,A315-31 P0SY,Intel Pentium Dual Core N4200,Intel Integrated HD Graphics 505,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,381.50 x 259.00 x 20.95,4,3,Aspire,Yes,No,1.1 GHz,Intel Integrated HD Graphics 505,"Acer Aspire A315-31 P0SY Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Black, 15.6 inch)",Yes,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,Stereo Speakers,SD Card Reader,Yes,No,,Gigabit Ethernet,6,,,"{'RAM Slots': '2', 'VGA Port': 'Yes'}"
https://gadgets.ndtv.com/acer-aspire-vx5-591g-7297#gallery,Acer,Aspire VX5-591G,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455240_635_acer_aspire-vx5-591g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,No,VX5-591G,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 a/b/g/n/ac,2.5,389.00 x 265.50 x 28.90,4.1,4,Aspire,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,,Yes,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Yes,SD Card Reader,Yes,,,Gigabit Ethernet,6,GDDR5,32GB,"{'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes'}"
https://gadgets.ndtv.com/asus-tuf-fx504gd-rs51-7858#gallery,Asus,TUF FX504GD-RS51,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455856_635_asus_tuf-fx504gd-rs51.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 85,205",0,0,0,0,0,,2GB,15.60-inch,No,Black,Windows 10,No,FX504GD-RS51,Intel Core i5 8300H,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.3,384.00 x 262.00 x 25.00,5,3,TUF,Yes,No,2.3 GHz,Nvidia GeForce GTX 1050,"Asus Tuf FX504GD-RS51 Laptop (Windows 10, 2GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,3,Touchpad,"1 x USB 2.0, 2 x USB 3.0",8MB,Yes,2 Speakers,,Yes,,,Gigabit Ethernet,,GDDR5,32GB,"{'RAM Slots': '1', 'VGA Port': 'Yes'}"
https://gadgets.ndtv.com/asus-rog-strix-scar-gl503ge-rs71-8097#gallery,Asus,ROG Strix Scar GL503GE-RS71,asus,https://i.gadgets360cdn.com/products/laptops/large/1546456102_635_asus_rog-strix-scar-gl503ge-rs71.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 117,159",0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,No,Scar GL503GE-RS71,Intel Core i5 8th Gen 8750H,Nvidia GeForce GTX 1050 Ti,,No,1920x1080 pixels,802.11 ac,2.6,384.00 x 262.00 x 24.00,5,5,ROG Strix,Yes,No,2.2 GHz,Nvidia GeForce GTX 1050 Ti,"Asus Rog Strix Scar GL503GE-RS71 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,4,Touchpad,1 x USB 2.0,9MB,Yes,2 Speakers,SD Card Reader,,,,10/100/1000 Base T,,GDDR5,32GB,"{'RAM Slots': '2', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '44'}"
https://gadgets.ndtv.com/asus-fx553vd-dm013-6865#gallery,Asus,FX553VD-DM013,asus,https://i.gadgets360cdn.com/products/laptops/large/1546454685_635_asus_fx553vd-dm013.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 62,990",1,1,19,6,72,98,8GB,15.60-inch,No,Black,Endless,No,FX553VD-DM013,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,383.00 x 255.00 x 30.00,4,4,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus FX553VD-DM013 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",6MB,Yes,Yes,,Yes,,,10/100/1000 Base T,,GDDR5,32GB,
https://gadgets.ndtv.com/hp-pavilion-x360-14-bf148tx-6374,HP,Pavilion X360 14-BF148TX,hp,https://i.gadgets360cdn.com/products/laptops/large/1546454091_635_hp_pavilion-x360-14-bf148tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 78,990",0,0,0,0,100,,8GB,14.00-inch,128GB,Mineral Silver,Windows 10 Home,No,X360 14-BF148TX,Intel Core i7 8th Gen 8550U,Nvidia GeForce 940MX,,No,1920x1080 pixels,802.11 ac,1.62,324.10 x 227.60 x 19.80,4.2,3,Pavilion,Yes,No,1.8 GHz,Nvidia GeForce 940MX,"HP Pavilion X360 14-BF148TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Mineral Silver, 14 inch)",Yes,3,Touchpad,2 x USB 3.0,8MB,Yes,Yes,,Yes,,,10/100/1000 Base T,,GDDR5,16GB,
https://gadgets.ndtv.com/acer-aspire-a315-21g-6646#gallery,Acer,Aspire A315-21G,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454420_635_acer_aspire-a315-21g.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 25,490",0,0,0,0,0,,4GB,15.60-inch,No,Black,Linux,500GB,A315-21G,Intel Core i3 N3350,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,381.60 x 259.00 x 21.60,4.1,3,Aspire,Yes,No,1.1 GHz,Intel Integrated HD Graphics,"Acer Aspire A315-21G Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,2,Touchpad,"2 x USB 2.0, 1 x USB 3.0",2MB,Yes,Stereo Speakers,SD Card Reader,Yes,No,,Gigabit Ethernet,6,,,
https://gadgets.ndtv.com/hp-imprint-15-bs545tu-5982,HP,Imprint 15-BS545TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546453104_635_hp_imprint-15-bs545tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 19,997",18,3,18,12,48,33,4GB,15.60-inch,No,Jet Black,DOS,No,15-BS545TU,Intel Pentium Dual Core N3710,Intel Integrated HD Graphics 405,No,No,1366x768 pixels,802.11 b/g/n,2.1,379.90 x 253.70 x 23.80,4,3,Imprint,Yes,No,1.6 GHz,Intel Integrated HD Graphics 405,"HP 15-BS545TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Pentium, Jet Black)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",2MB,Yes,,,Yes,No,,Gigabit Ethernet,,,8GB,"{'RAM Slots': '2', 'VGA Port': 'Yes'}"
https://gadgets.ndtv.com/hp-pavilion-11-s003tu-7470,HP,Pavilion 11-S003TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546455939_635_hp_pavilion-11-s003tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 18,114",22,4,22,13,40,183,2GB,11.60-inch,No,Black,DOS,500GB,11-S003TU,Intel Celeron Dual Core N3050,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 b/g/n,1.23,300.00 x 205.70 x 21.10,4,2,Pavilion,Yes,No,1.6 GHz,Intel Integrated HD Graphics,"HP Pavilion 11-S003TU Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black)",Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,Yes,Yes,SDXC Card Reader,,No,Standard,,,,,
https://gadgets.ndtv.com/acer-aspire-e-e5-573-36rp-6192,Acer,Aspire E E5-573-36RP,acer,https://i.gadgets360cdn.com/products/laptops/large/1546453705_635_acer_aspire-e-e5-573-36rp.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 30,890",29,0,0,14,57,7,4GB,15.60-inch,No,Charcoal Grey,Windows 10 Home,No,E5-573-36RP,Intel Core i3 5th Gen 5005U,Intel Integrated HD Graphics 5500,No,No,,802.11 ac,2.4,381.60 x 256.00 x 29.20,,3,Aspire E,Yes,No,2 GHz,Intel Integrated HD Graphics 5500,"Acer Aspire E E5-573-36RP Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,"1 x USB 2.0, 2 x USB 3.0",3MB,,,SD Card Reader,Yes,No,Standard,Gigabit Ethernet,,,16GB,"{'RAM Slots': '2', 'VGA Port': 'No'}"
https://gadgets.ndtv.com/asus-fx503vd-dm112t-6152,Asus,FX503VD-DM112T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453623_635_asus_fx503vd-dm112t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 57,990",0,0,38,0,63,8,8GB,15.60-inch,128GB,Black,Windows 10 Home,No,FX503VD-DM112T,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 25.00,4.1,3,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050,"Asus FX503VD-DM112T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,4,Touchpad,"3 x USB 3.0, 3 x USB 3.0 (Type A)",6MB,Yes,,SD Card Reader,Yes,,,10/100/1000 Base T,,GDDR5,32GB,
