link,Brand,Model,Company,picture,Price in India,1 stars,2 stars,4 stars,3 stars,5 stars,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
https://gadgets.ndtv.com/lenovo-edge-1580-5801,Lenovo,Edge 1580,lenovo,https://i.gadgets360cdn.com/products/laptops/large/1546452890_635_lenovo_edge-1580.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 75,011",29,0,7,7,57,14,8GB,15.60-inch,No,Black,Windows 10,1TB,1580,Intel Core i7 6th Gen 6500U,,,No,1920x1080 pixels,,2.3,380.00 x 200.00 x 26.00,,,Edge,Yes,,2.5 GHz,,"Lenovo Edge 2 1580 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,3,Touchpad,,,Yes,Yes,,Yes,,,,8,,,
https://gadgets.ndtv.com/asus-zenbook-ux310uq-gl031t-5928#gallery,Asus,ZenBook UX310UQ-GL031T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453043_635_asus_zenbook-ux310uq-gl031t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,13.30-inch,512GB,Grey,Windows 10,No,UX310UQ-GL031T,Intel Core i5 6th Gen 6200U,Nvidia GeForce 940MX,,Yes,3200x1800 pixels,802.11 a/b/g/n/ac,1.4,223.00 x 323.00 x 18.30,,3,ZenBook,,No,2.3 GHz,Nvidia GeForce 940MX,,,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0",,Yes,Yes,SD Card Reader,,,,,,,16GB,
https://gadgets.ndtv.com/acer-travelmate-249-m-7817#gallery,Acer,TravelMate 249-M,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455813_635_acer_travelmate-249-m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,500",0,0,0,0,0,,4GB,14.00-inch,No,Black,Linux,500GB,249-M,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.1,310.00 x 48.50 x 6.80,4.2,3,TravelMate,,No,,,"Acer Travel Mate 249-M Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 14.0 Inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '31'}"
https://gadgets.ndtv.com/asus-r542ur-dm257t-7829,Asus,R542UR-DM257T,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455824_635_asus_r542ur-dm257t.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,15.60-inch,No,Matte Gold,Windows 10,1TB,R542UR-DM257T,Intel Core i5,Nvidia,,No,1920x1080 pixels,802.11 ac,1.65,,4.1,3,,Yes,,1.6 GHz,Nvidia,,Yes,,,,6MB,Yes,,SD Card Reader,Yes,,Standard,,,,16GB,{'RAM Slots': '1'}
https://gadgets.ndtv.com/dell-inspiron-t8tjg-6238,Dell,Inspiron T8TJG,dell,https://i.gadgets360cdn.com/products/laptops/large/1546453764_635_dell_inspiron-t8tjg.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,No,Grey,Windows 10,256GB,T8TJG,Intel Core i5 7th Gen 7100U,Intel Integrated HD Graphics 520,No,No,1920x1080 pixels,802.11 ac,2.36,,4.1,3,Inspiron,Yes,No,2.5 GHz,Intel Integrated HD Graphics 520,,Yes,3,Touchpad,,3MB,Yes,Stereo Speakers,,Yes,No,,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/hp-omen-ax248tx-6016,HP,Omen AX248TX,hp,https://i.gadgets360cdn.com/products/laptops/large/1546453465_635_hp_omen-ax248tx.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,6GB,15.60-inch,No,"Black, Blue",Windows 10,256GB,AX248TX,AMD Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,,,4.2,3,Omen,Yes,No,4 GHz,Nvidia GeForce GTX 1050,,Yes,,Touchpad,1 x USB 2.0,3MB,Yes,,SD Card Reader,Yes,,,,,GDDR5,,{'Web Camera': '1.3-megapixel'}
https://gadgets.ndtv.com/msi-gl62m-7rdx-1408-8439,MSI,GL62M 7RDX-1408,msi,https://i.gadgets360cdn.com/products/laptops/large/1546456498_635_msi_gl62m-7rdx-1408.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 93,430",0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,128GB,GL62M 7RDX-1408,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.2,383.00 x 260.00 x 22.00,4.2,,,,,2.8 GHz,Nvidia GeForce GTX 1050,"MSI GL62M 7RDX-1408 Laptop (Windows 10, 8GB RAM, 128GB HDD, Intel Core i7, Black, 15.6 inch)",,6,,,,,4 Speakers,SD Card Reader,Yes,,Standard,,,DDR4,,{'Burst Clock Speed': '3.5 GHz'}
https://gadgets.ndtv.com/dell-inspiron-i5379-7909gry-pus-8187,Dell,Inspiron i5379-7909GRY-PUS,dell,https://i.gadgets360cdn.com/products/laptops/large/1546456207_635_dell_inspiron-i5379-7909gry-pus.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 91,482",32,4,24,16,24,25,8GB,13.30-inch,No,Grey,Windows 10,1TB,i5379-7909GRY-PUS,Intel Core i7 8th Gen 8550U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.56,50.80 x 32.40 x 22.50,4.1,2,Inspiron,,,4 GHz,Intel HD Graphics 620,"Dell Inspiron i5379-7909GRY-PUS Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Grey, 13.3 inch)",,4,,2 x USB 3.0,8MB,,,,,No,Standard,,,DDR4,,{'RAM Slots': '2'}
https://gadgets.ndtv.com/dell-17-7000-7773-8282,Dell,17 7000 7773,dell,https://i.gadgets360cdn.com/products/laptops/large/1546456323_635_dell_17-7000-7773.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,16GB,17.30-inch,No,Grey,Windows 10 Home,2TB,17 7000 7773,Intel Core i7 8th Gen 8550U,Nvidia GeForce MX150,,No,1920x1080 pixels,,1.2,58.42 x 277.00 x 41.10,4,2,,Yes,Yes,1.8 GHz,Nvidia GeForce MX150,,,4,,1 x USB 3.0,,,Stereo Speakers,Multi Format Card Reader,,,Standard,,,DDR4,,
https://gadgets.ndtv.com/asus-x553ma-bing-xx538b-7993,Asus,X553MA-BING-XX538B,asus,https://i.gadgets360cdn.com/products/laptops/large/1546455992_635_asus_x553ma-bing-xx538b.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,2GB,15.60-inch,No,Black,Windows 8.1,500GB,X553MA-BING-XX538B,Intel Pentium Dual Core 4th Gen,Intel HD Graphics 4000,No,No,1366x768 pixels,802.11 b/g/n,,,4,1,X Series,Yes,,2.16 GHz,Intel HD Graphics 4000,,,2,,1 x USB 2.0,2MB,Yes,,,,No,,10/100,4.5,DDR3,,"{'VGA Port': 'Yes', 'Burst Clock Speed': '3.8 GHz'}"
https://gadgets.ndtv.com/msi-ge73vr-raider-002-7794,MSI,GE73VR-RAIDER-002,msi,https://i.gadgets360cdn.com/products/laptops/large/1546455787_635_msi_ge73vr-raider-002.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 229,999",0,0,0,0,0,,32GB,17.30-inch,No,Black,Windows 10,1TB,GE73VR-RAIDER-002,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,2.8,285.00 x 41.90 x 28.00,4.2,2,,,No,,,"MSI GE73VR-RAIDER-002 Laptop (Windows 10, 32GB RAM, 1000GB HDD, Intel Core i7, Black, 17.3 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
https://gadgets.ndtv.com/hp-notebook-15-ay021ds-8277,HP,NoteBook 15-AY021DS,hp,https://i.gadgets360cdn.com/products/laptops/large/1546456317_635_hp_notebook-15-ay021ds.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,,,No,Purple,,No,15-AY021DS,,Intel HD Graphics 405,No,No,1366x768 pixels,802.11 ac,2.14,384.30 x 254.60 x 24.30,4,1,NoteBook,,,1.6 GHz,Intel HD Graphics 405,,,3,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,,2 Speakers,Multi Format Card Reader,Yes,No,Standard,10/100 Base T,,DDR3L,,
https://gadgets.ndtv.com/microsoft-surface-daj-00041-7796#gallery,Microsoft,Surface DAJ-00041,microsoft,https://i.gadgets360cdn.com/products/laptops/large/1546455789_635_microsoft_surface-daj-00041.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,13.30-inch,256GB,Burgundy,Windows 10,No,DAJ-00041,Intel Core i7 7th Gen 7660U,,,No,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4,1,Surface,Yes,Yes,2.5 GHz,,,Yes,,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,,,,,,,,
https://gadgets.ndtv.com/hp-245-g5-1ek00pa-6226,HP,245 G5-1EK00PA,hp,https://i.gadgets360cdn.com/products/laptops/large/1546453748_635_hp_245-g5-1ek00pa.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,14.00-inch,No,Black,DOS,500GB,245 G5-1EK00PA,AMD APU Quad Core A6 7310,AMD Radeon R4,,No,1366x768 pixels,802.11 b/g/n,1.82,345.40 x 241.50 x 23.90,4,3,,Yes,No,2.2 GHz,AMD Radeon R4,,Yes,3,,,2MB,Yes,Stereo Speakers,,Yes,,,,,,16GB,"{'RAM Slots': '2', 'Web Camera': '0.3-megapixel', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Security Lock Port'}"
https://gadgets.ndtv.com/msi-gp62-7gn-leopard-5427,MSI,GP62 7GN Leopard,msi,https://i.gadgets360cdn.com/products/laptops/large/1525207919_635_gp62-7gn-leopard.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 109,900",0,0,0,0,0,,,15.60-inch,No,Black,Windows 10,,GP62 7GN Leopard,Intel Core i7 7th Gen,Nvidia GeForce GTX 1050,Yes,,1920x1810 pixels,802.11 ac,2.4,,,4,GP Series,,No,3.5 GHz,Nvidia GeForce GTX 1050,"MSI GP62-7GN Laptop (Windows 10, 16GB RAM, 1000GB HDD, Intel Core i7, Black)",,6,,"1 x USB 2.0, 3 x USB 3.0",,,,Yes,,Yes,Standard,Gigabit Ethernet,2.5,GTX,6GB,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/asus-zenbook-13-ux334-price-in-india-13085,Asus,ZenBook 13 (UX334),asus,https://i.gadgets360cdn.com/products/large/1558948579_635_asus_zenbook_13_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,13.30-inch,256GB,Royal Blue,Windows 10 Home,,UX334,Intel Core i5 8th Gen 8265U,Integrated Intel HD Graphics 620,No,,1920x1080 pixels,,1.22,189.00 x 302.00 x 17.90,5.0,3,ZenBook,,,,Integrated Intel HD Graphics 620,,Yes,3,Touchpad,"1 x USB 2.0, 1 x USB 3.1 Gen 2 (Type A), 1 x USB 3.1 Gen 2 (Type C)",,,,1 Micro SD Card Reader,,No,Standard,,14,,,"{'Web Camera': 'Yes', 'Battery Capacity (WHR)': '41', 'Burst Clock Speed': '3.1 GHz'}"
https://gadgets.ndtv.com/msi-leopard-pro-gs63vr-7rf-7020#gallery,MSI,Leopard Pro GS63VR-7RF,msi,https://i.gadgets360cdn.com/products/laptops/large/1546454953_635_msi_leopard-pro-gs63vr-7rf.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 164,990",0,0,0,0,0,,16GB,15.60-inch,256GB,Black,Windows 10,No,GS63VR-7RF,Intel Core i7 7th Gen 7700HQ,,,No,1920x1080 pixels,802.11 b/ac,2.8,419.00 x 285.00 x 28.50,4.1,3,Leopard Pro,Yes,No,2.8 GHz,,"MSI Leopard Pro GS63VR-7RF Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,,Touchpad,,6MB,Yes,,SD Card Reader,,,Standard,,,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '47', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/microsoft-surface-book-w45-00001-6290#gallery,Microsoft,Surface Book W45-00001,microsoft,https://i.gadgets360cdn.com/products/laptops/large/1546453823_635_microsoft_surface-book-w45-00001.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,13.30-inch,128GB,Silver,Windows 10,No,W45-00001,Intel Core i5 7th Gen 7660U,,,No,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4,1,Surface Book,Yes,Yes,2.5 GHz,,,Yes,,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,,,,,,,,{'RAM Slots': '2'}
https://gadgets.ndtv.com/hp-14s-2020-price-in-india-94122,HP,14s (2020),hp,https://i.gadgets360cdn.com/products/large/hp-14s-2020-1000x800-1591692818.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,14.00-inch,,Natural Silver,Windows 10 Home,1TB,,Intel Core i3 10th Gen 1005G1,,,,1920x1080 pixels,,1.53,242.00 x 358.50 x 19.90,5,3,,Yes,,1200 GHz,,,Yes,3,Touchpad,"2 x USB 2.0, 1 x USB 3.0 (Type C)",4MB,,2 Speakers,Multi Format Card Reader,,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/microsoft-surface-dal-00055-7928,Microsoft,Surface DAL-00055,microsoft,https://i.gadgets360cdn.com/products/laptops/large/1546455920_635_microsoft_surface-dal-00055.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,16GB,13.30-inch,512GB,Cobalt Blue,Windows 10,No,DAL-00055,Intel Core i7 7th Gen 7660U,,,No,2256x1504 pixels,802.11 a/b/g/n/ac,1.28,308.10 x 223.30 x 14.50,4,1,Surface,Yes,Yes,2.5 GHz,,,Yes,,Touchpad,1 x USB 3.0,4MB,Yes,Yes,SDXC Card Reader,,,,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/hp-envy-x360-13-ag0035au-12301,HP,Envy x360 13-AG0035AU,hp,https://i.gadgets360cdn.com/products/large/1552468865_635_HP_envy_X360_db_ndtv.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 84,000",44,0,0,0,56,9,8GB,13.30-inch,256GB,Dark ash silver,Windows 10 Home,,13-ag0035au,AMD Ryzen 5 1st Gen 2500U,,No,,1920x1080 pixels,802.11 a/b/g/n/ac,1.3,214.00 x 306.00 x 14.90,,3,Envy,Yes,Yes,,,"HP Envy x360 13-AG0035AU Laptop (Windows 10 Home, 8GB RAM, 256GB SSD, Ryzen 5 2500U, Dark Ash Silver, 13.3 inch)",,,,"2 x USB 3.0 (Type A), 1 x USB 3.0 (Type C)",,,4 Speakers,1 Micro SD Card Reader,,No,,,12.5,,,{'RAM Slots': '1'}
https://gadgets.ndtv.com/hp-10-p035tu-8521,HP,10-P035TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546456605_635_hp_10-p035tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,10.10-inch,No,Silver,Windows 10,500GB,10-P035TU,Intel Atom Quad Core Z8350,Intel HD Graphics 400,No,,1280x800 pixels,802.11 ac,1.09,265.00 x 170.00 x 23.37,4.2,,,Yes,,1.44 GHz,Intel HD Graphics 400,,,2,Touchpad,"1 x USB 2.0, 1 x USB 3.0",2MB,,Yes,Yes,,No,,,,DDR3L,,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Battery Capacity (WHR)': '41', 'Read/Write Speed': 'Super Multi DVD', 'RJ11': 'Yes'}"
https://gadgets.ndtv.com/asus-rog-zephyrus-duo-15-price-in-india-97510,Asus,ROG Zephyrus Duo 15,asus,https://i.gadgets360cdn.com/products/large/asus-rog-zephyrus-duo-15-1100x800-1601375161.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,,15.60-inch,512GB,,Windows 10,,,Intel Core i7 10th Gen 10875H,,,,3840x1100 pixels,802.11 a/b/g/n/ac/Yes,2.4,268.30 x 360.00 x 20.90,5.0,4,ROG Zephyrus,Yes,Yes,,,,Yes,,Touchpad,1 x Thunderbolt 3 (Type C),,,2 Speakers,,Yes,,Standard,Yes,,,,"{'RAM Slots': '2', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '48', 'Backlit Keyboard': 'Yes'}"
https://gadgets.ndtv.com/hp-envy-17-8652,HP,Envy 17,hp,https://i.gadgets360cdn.com/products/laptops/large/1546456744_635_hp_envy-17.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 196,712",0,0,0,0,0,,16GB,17.30-inch,No,Silver,Windows 10,512GB,17,Intel Core i7 8th Gen,,,No,1920x1080 pixels,802.11 ac,3.01,290.00 x 41.60 x 25.00,4.2,3,Envy,,,,,"HP Envy 17 Laptop (Windows 10, 16GB RAM, 512GB HDD, Intel Core i7, Silver, 17.3 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,DDR5,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Burst Clock Speed': '3 GHz', 'Backlit Keyboard': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/asus-zenbook-15-ux534-price-in-india-13087,Asus,ZenBook 15 (UX534),asus,https://i.gadgets360cdn.com/products/large/1558949627_635_asus_zenbook_15_db.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,256GB,Royal Blue,Windows 10 Home,,UX535,Intel Core i5 8th Gen 8265U,Integrated Intel HD Graphics 620,No,,1920x1080 pixels,,1.55,220.00 x 354.00 x 189.00,5.0,3,ZenBook,,,,Integrated Intel HD Graphics 620,,Yes,8,Touchpad,"1 x USB 3.1 Gen 1 (Type A), 1 x USB 3.1 Gen 2 (Type A), 1 x USB 3.1 Gen 2 (Type C)",,,,1 Micro SD Card Reader,,No,Standard,,17,,,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
https://gadgets.ndtv.com/acer-travelmate-p259-m-3383-6958,Acer,TravelMate P259-M-3383,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454884_635_acer_travelmate-p259-m-3383.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 79,876",0,0,0,0,0,,4GB,15.60-inch,128GB,Black,Windows 10,No,P259-M-3383,Intel Core i3 6th Gen 6100,,,No,1920x1080 pixels,802.11 b/g/n,2.22,259.00 x 38.10 x 30.00,4,3,TravelMate,,No,,,"Acer Travel Mate P259-M-3383 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,4MB,Yes,,Yes,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Burst Clock Speed': '2.7 GHz', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
https://gadgets.ndtv.com/lenovo-yoga-500-14isk-6745,Lenovo,Yoga 500 14Isk,lenovo,https://i.gadgets360cdn.com/products/laptops/large/1546454528_635_lenovo_yoga-500-14isk.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,14.00-inch,No,Silver,Windows 10,1TB,500 14Isk,Intel Core i7 6200U,,,No,1920x1080 pixels,802.11 n/ac,1.68,340.00 x 240.00 x 19.50,4.1,3,Yoga,Yes,Yes,2.6 GHz,,,Yes,3,,,3MB,Yes,,Yes,,,Standard,,6,,,{'Battery Capacity (WHR)': '43.7'}
https://gadgets.ndtv.com/asus-vivobook-x541ua-dm1358d-6040#gallery,Asus,VivoBook X541UA-DM1358D,asus,https://i.gadgets360cdn.com/products/laptops/large/1546453495_635_asus_vivobook-x541ua-dm1358d.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 26,499",0,0,0,0,0,,4GB,15.60-inch,No,Silver Gradient,DOS,1TB,X541UA-DM1358D,Intel Core i3 7th Gen 7100U,Intel Integrated Graphics,No,No,,802.11 b/g/n,2,382.00 x 251.00 x 28.00,,3,VivoBook,,,2.4 GHz,Intel Integrated Graphics,"Asus Vivobook X541UA-DM1358D Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver Gradient, 15.6 inch)",Yes,2,,"1 x USB 2.0, 1 x USB 3.0",3MB,,2 Speakers,,,No,Standard,,,,,
https://gadgets.ndtv.com/hp-15-ac189tu-7984,HP,15-AC189TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546455983_635_hp_15-ac189tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,990",0,0,0,0,100,,4GB,15.60-inch,No,Black,DOS,1TB,15-AC189TU,Intel Core i3 5th Gen 5005U,,,No,,,2.2,254.00 x 384.00 x 24.00,,3,,Yes,,2 GHz,,"HP 15-AC189TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",Yes,4,Touchpad,,,Yes,Yes,5 in 1 Card Reader,Yes,,Standard,,4.5,,,
https://gadgets.ndtv.com/acer-travelmate-249-m-7817,Acer,TravelMate 249-M,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455813_635_acer_travelmate-249-m.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 24,500",0,0,0,0,0,,4GB,14.00-inch,No,Black,Linux,500GB,249-M,Intel Core i3,,,No,1920x1080 pixels,802.11 ac,2.1,310.00 x 48.50 x 6.80,4.2,3,TravelMate,,No,,,"Acer Travel Mate 249-M Laptop (Linux, 4GB RAM, 500GB HDD, Intel Core i3, Black, 14.0 Inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Yes'}"
https://gadgets.ndtv.com/acer-travelmate-6634,Acer,TravelMate,acer,https://i.gadgets360cdn.com/products/laptops/large/1546454407_635_acer_travelmate.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,15.60-inch,No,Black,Windows 10,500GB,,,Intel HD Graphics 520,No,No,1366x768 pixels,802.11 a/b/g/n/ac,2.39,264.16 x 381.00 x 30.40,4.2,3,TravelMate,Yes,No,2.3 GHz,Intel HD Graphics 520,,Yes,,Touchpad,,,,Stereo Speakers,Yes,,No,Standard,,,,32GB,
https://gadgets.ndtv.com/hp-lt-hp-0596-5-fba-8445,HP,LT--0596-5-FBA,hp,https://i.gadgets360cdn.com/products/laptops/large/1546456505_635_hp_lt-hp-0596-5-fba.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,8GB,17.30-inch,No,Black,Windows 10,1TB,LT-HP-0596-5-FBA,AMD APU Quad Core A9 9420,,,No,1600x900 pixels,802.11 b/g/n,3.22,41.70 x 278.00 x 25.00,4.2,3,,,,3 GHz,,,,3,Touchpad,1 x USB 2.0,,,2 Speakers,Multi Format Card Reader,Yes,,,Gigabit Ethernet,,DDR4,,
https://gadgets.ndtv.com/acer-swift-5-sf514-52t-590u-7825,Acer,Swift 5 SF514-52T-590U,acer,https://i.gadgets360cdn.com/products/laptops/large/1546455821_635_acer_swift-5-sf514-52t-590u.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,"₹ 64,990",0,0,25,25,50,4,8GB,14.00-inch,No,Gold,Windows 10,256GB,5 SF514-52T-590U,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,1.2,,4.2,3,Swift,Yes,,,,"Acer Swift 5 SF514-52T-590U Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Gold, 14.0 Inch)",Yes,2,Touchpad,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
https://gadgets.ndtv.com/hp-170tu-7937,HP,170TU,hp,https://i.gadgets360cdn.com/products/laptops/large/1546455937_635_hp_170tu.jpg?downsize=*:180&amp;output-quality=80&amp;output-format=webp,,0,0,0,0,0,,4GB,15.60-inch,No,Black,DOS,500GB,170TU,Intel Core i3 5005U,Intel HD Graphics 5500,No,No,1366x768 pixels,802.11 n,,,4,3,,Yes,,2 GHz,Intel HD Graphics 5500,,Yes,4,Touchpad,"2 x USB 2.0, 1 x USB 3.0",3MB,Yes,,,,No,Standard,10/100 Base T,,,8GB,"{'RAM Slots': '1', 'Headphone and Mic Combo Jack': 'Yes'}"
